,Unnamed: 0,x,y,mass,size,ecc,signal,raw_mass,ep,frame,particle
103,103,179.01156515,25.7694680031,887.726867195,2.20953286159,0.466377531713,58.8623828672,8793.1206,0.112202888531,73,15.0
104,104,178.780172414,25.6681034483,1055.60344132,2.34415739481,0.400889955201,55.9001822372,8596.1403,0.116467836267,74,15.0
105,105,177.888888889,25.4041450777,1106.33889707,2.32108802629,0.152710396257,61.7817346088,8640.1359,0.128578053356,75,15.0
106,106,178.720757268,25.8580121704,953.024690038,2.53694806346,0.546038689486,48.9721950256,8490.1509,0.123885210425,76,15.0
107,107,178.67309175,26.4016962221,809.865016781,2.22725806516,0.338517037101,52.4507798069,8371.1628,0.114454649767,77,15.0
108,108,179.411640212,26.0613756614,636.660137492,2.29722630084,0.32948632789,38.4017225789,8595.1404,0.110395079815,81,15.0
109,109,178.170292107,25.5164698571,1057.12865426,2.32718417892,0.218407912004,63.7299437313,8607.1392,0.133348415365,86,15.0
110,110,177.860155383,25.0566037736,606.353702057,2.51940306162,0.267666522733,37.0138219902,8560.1439,0.117886927209,87,15.0
111,111,177.374647887,25.5253521127,943.585642883,2.08042520031,0.14896817903,62.4627115711,8112.1887,0.114353643869,88,15.0
112,112,179.2121384,25.6539988656,1160.78393917,2.30366301815,0.402242264779,62.5493330807,9011.0988,0.107919444777,89,15.0
113,113,177.597096189,24.943738657,1130.71053199,2.66715815193,0.317055234334,48.5665140783,9388.0611,0.101229236855,90,15.0
114,114,178.291249165,25.1068804275,1038.3356931,2.243375165,0.206426073997,55.488881395,9434.0565,0.10130255982,92,15.0
115,115,179.030405405,26.0197072072,1221.54745767,2.42163205335,0.246377175291,60.5271262808,9305.0694,0.118401972566,93,15.0
116,116,177.850375505,24.3541305604,1205.95434921,2.59092314181,0.136462468997,46.6776091262,10161.9837,0.0878527781686,94,15.0
117,117,180.12985782,25.9488151659,694.761761425,2.37981241047,0.572117607542,38.8539752835,8472.1527,0.123564661787,96,15.0
118,118,178.552374302,26.2779329609,993.991482622,2.22840349194,0.37072514879,56.2243785561,8809.119,0.108296359744,97,15.0
119,119,177.863932898,25.9310344828,707.189070961,2.44263161525,0.347493150645,50.7488895284,8445.1554,0.120470202325,99,15.0
120,120,177.410305344,25.8959923664,686.00002631,2.40526616895,0.588032896356,49.0935133332,8291.1708,0.113643137185,100,15.0
121,121,174.22543701,23.15973478,1126.77171247,2.55865489828,0.217205780509,44.1471737857,9430.0569,0.0956453079975,101,15.0
122,122,175.080604534,23.8468513854,1307.51198989,2.39057764169,0.344020378998,59.282659491,9831.0168,0.0977486031651,103,15.0
123,123,173.597918022,22.4671437866,1021.01297907,2.34111229257,0.154905162827,52.4788714029,8860.1139,0.105540875616,104,15.0
124,124,175.771903323,23.9290030211,922.423120385,2.4553413014,0.331617706903,45.9818171793,9106.0893,0.101491862048,106,15.0
125,125,176.872401434,24.4924731183,915.044397945,2.50046590641,0.206097157082,47.2280979585,9223.0776,0.105524769214,107,15.0
126,126,176.413059985,25.0174639332,879.696724896,2.31088014538,0.109926467317,44.0850294937,8913.1086,0.104064094465,108,15.0
127,127,176.83776352,25.6764436297,702.182281281,2.19573789296,0.315120783085,50.8454630809,7963.2036,0.122302276831,109,15.0
128,128,176.018151815,24.9317931793,1163.56482897,2.31594178654,0.156715727469,53.7620713058,9276.0723,0.0907808471069,110,15.0
129,129,176.910329171,24.9875141884,1142.87443735,2.46887549251,0.284964047865,59.0247297381,9096.0903,0.110055960847,113,15.0
130,130,176.034452297,24.8577738516,789.112154942,2.14039063837,0.250900357121,51.5850701994,8629.137,0.0988039576986,115,15.0
131,131,176.251950078,24.7847113885,834.443109111,2.24807076243,0.330946833384,48.816874558,8069.193,0.12182131017,116,15.0
132,132,174.966646814,23.5556879095,1092.30164457,2.31806742123,0.338239372895,55.9487441528,8788.1211,0.0954632497008,118,15.0
133,133,174.014913658,22.7629513344,881.530476134,2.42031563778,0.209667634521,49.8196187454,8700.1299,0.109188670313,120,15.0
776,776,106.70073923,53.776701504,2622.64164479,2.05022334228,0.151056738625,170.475049559,4969.503,0.254063949569,0,58.0
777,777,105.121928388,52.0758249473,2910.80698644,2.06794260404,0.132786171987,173.708350466,5569.443,0.1973537879,1,58.0
778,778,104.504031209,53.5864759428,2459.456559,2.08287337792,0.137246492114,163.110903133,4835.5164,0.260106784682,2,58.0
779,779,105.312908497,51.2285539216,3227.23073882,2.19713680291,0.0433372404738,168.084934313,6046.3953,0.168991418408,3,58.0
780,780,103.943641316,51.8185627488,3015.48659568,2.2018886052,0.0488022263773,161.10393503,5743.4256,0.19096088577,4,58.0
781,781,105.316227462,53.9509939898,2987.31389051,2.07265176632,0.0397858310226,175.399382383,5939.406,0.181813548288,5,58.0
782,782,106.889781022,57.6459854015,2599.14995533,2.10745403993,0.0904408450879,161.261128616,5098.4901,0.200535337306,6,58.0
783,783,105.785321101,59.3172018349,2783.4005789,2.1824466533,0.0132872168919,162.15223556,5241.4758,0.236291078449,7,58.0
784,784,106.065578725,60.1843457238,2078.67819758,2.03378832555,0.0484781447925,152.021796257,4261.5738,0.231726636327,8,58.0
785,785,107.988832487,58.1317258883,2576.82988444,2.04039162161,0.074588389742,166.774522978,4894.5105,0.218853283615,9,58.0
786,786,106.952656384,60.528277635,3013.28128239,2.23975339872,0.0634667763441,164.607267997,5815.4184,0.171327628154,10,58.0
787,787,105.824673663,60.4174558485,2552.7920819,2.06051275733,0.0630920288294,165.960887843,4822.5177,0.260022626456,11,58.0
788,788,105.7353695,61.7259718069,3088.15716014,2.19354028143,0.192610959712,168.193096078,5646.4353,0.177814617419,12,58.0
789,789,108.174974359,63.0822564103,3368.43049209,2.20693545501,0.253369243368,176.19482574,6233.3766,0.143629028569,13,58.0
790,790,110.161871471,63.9029308954,2518.04933103,1.99522150311,0.158801791329,172.654632808,4762.5237,0.232690390514,14,58.0
791,791,108.11515748,64.5068897638,2551.15695642,2.14748983663,0.0536212803391,156.308583206,5324.4675,0.223709606724,15,58.0
792,792,110.264651163,64.8520930233,2896.46146001,2.16902078432,0.123471978263,171.093304847,5118.4881,0.187962348105,16,58.0
793,793,111.651512076,65.5106555713,3037.69106414,2.28566716876,0.158753372266,155.368002469,6020.3979,0.165931065817,17,58.0
794,794,113.23241282,67.6220520056,3155.1935786,2.25666162041,0.100194935076,162.179875538,5890.4109,0.205736966117,18,58.0
795,795,112.928248076,69.3872793119,3011.68395655,2.16279499933,0.102869020119,173.829653445,5557.4442,0.201579013218,19,58.0
796,796,112.259216854,68.0357224639,2851.21304795,2.14357561532,0.112505399798,165.836527177,5445.4554,0.189173846261,20,58.0
797,797,110.764549724,68.9534408822,3242.05281359,2.20470657001,0.162904847128,168.822435668,5970.4029,0.173341505206,21,58.0
798,798,106.521472393,70.6349693252,2909.7667486,2.23145782652,0.174271204457,162.574610187,5480.4519,0.216263647603,22,58.0
799,799,107.606388889,70.0466666667,2315.0940845,2.03953970842,0.0680153281958,161.413504225,4759.524,0.216450367872,23,58.0
800,800,106.839159426,67.4996969085,3311.45560269,2.33607878586,0.216649182304,157.911400735,6073.3926,0.166485779774,24,58.0
801,801,104.875321037,66.7847303292,2803.97935421,2.11760242224,0.0660231146354,163.01444296,5313.4686,0.19769776106,25,58.0
802,802,103.222841901,64.0756547042,2625.89257607,2.09908529338,0.0376277761759,160.457063329,5434.4565,0.181897100024,26,58.0
803,803,102.316571186,65.5315085933,3030.32058339,2.2246044237,0.0133694113792,163.957510877,5801.4198,0.183125640663,27,58.0
804,804,103.711023815,65.5371961699,2557.47098032,2.15368291781,0.164402457843,146.930569456,5346.4653,0.208077939947,28,58.0
805,805,103.147953076,64.1762030165,2784.51861074,2.08348614873,0.175622603948,169.990961393,5376.4623,0.224994947023,29,58.0
806,806,105.877080098,64.7412913246,2806.7246612,2.33969043255,0.284327076538,135.136288325,5488.4511,0.246076518143,30,58.0
807,807,108.032862861,64.8548556983,3126.99489601,2.10654681852,0.0763767243527,167.976342634,5769.423,0.196480129637,31,58.0
808,808,107.248554913,66.647184757,3283.734685,2.09079908288,0.0452509969819,179.266183831,5741.4258,0.215332043537,32,58.0
809,809,107.254947614,66.2519208382,2845.70448164,2.13485951423,0.13277153515,162.990291614,5282.4717,0.216887905226,33,58.0
810,810,108.922313701,66.1669833228,2996.71242937,2.24276097223,0.1014099499,155.624078029,5816.4183,0.174188880048,34,58.0
811,811,110.801402351,64.5087646938,3201.09424535,2.22079821931,0.0573602722926,168.339664377,5831.4168,0.204494037049,35,58.0
812,812,109.892263882,64.6298054105,2847.56364094,2.20819546125,0.0850698488975,151.365509153,5473.4526,0.208771150563,36,58.0
813,813,112.600771456,65.8158148505,2787.03295598,2.27920878183,0.114865241209,143.114276669,5546.4453,0.198917568082,37,58.0
814,814,114.129709979,66.5033112583,2760.99119747,2.11709081826,0.140734383571,158.257316868,5376.4623,0.214243885589,38,58.0
815,815,114.013313968,66.3940934398,2633.32616241,2.06953674254,0.128502861925,155.538993858,5223.4776,0.273604457341,39,58.0
816,816,117.130561798,65.9975280899,3111.1064608,2.11298819238,0.107811359188,178.27688708,5737.4262,0.170288796387,40,58.0
817,817,117.758811682,65.2182779456,2617.02453889,2.01123480932,0.0764346828018,168.011394113,4807.5192,0.207471799901,41,58.0
818,818,117.435202639,65.4142318567,2793.03888708,2.1141438331,0.124272760167,167.819254525,4914.5085,0.263224123178,42,58.0
819,819,115.901439921,64.8108242304,2792.71727905,2.18877020151,0.123061031329,146.98511995,5207.4792,0.232470432059,43,58.0
820,820,114.144199908,63.8333333333,3020.74413027,2.11823808854,0.152810584566,176.590956721,5572.4427,0.173671694905,44,58.0
821,821,113.948382951,63.7331334333,3083.41240876,2.16432453823,0.108705938984,168.402262633,5699.43,0.177998153542,45,58.0
822,822,111.90614961,62.5263882515,2978.56046176,2.12175297913,0.0249908172763,168.133518493,5531.4468,0.222438480006,46,58.0
823,823,111.736671303,63.2345850719,2993.84881101,2.13401269897,0.0389723897834,174.884075191,5311.4688,0.195246361418,47,58.0
824,824,112.065660577,62.3944929838,2625.77510813,2.11096711371,0.0646126673878,169.629104153,5176.4823,0.199052690899,48,58.0
825,825,115.209090909,65.6939393939,2170.93632374,2.08922198075,0.0573412546866,141.439790789,4687.5312,0.240307228683,49,58.0
826,826,113.983674358,68.5622551154,3035.66094081,2.12393536546,0.106683471445,168.500988225,5717.4282,0.169562195805,50,58.0
827,827,113.619346171,68.6589789521,2765.73733115,2.1559756676,0.145083900182,153.583264246,5560.4439,0.197230017679,51,58.0
828,828,112.316810345,68.6932471264,2757.85798813,2.05620265262,0.0716635501297,168.40368462,5290.4709,0.210996548028,52,58.0
829,829,111.242867963,70.4673062358,2726.98840841,2.13989408152,0.160858272905,163.853380763,5422.4577,0.187612227377,53,58.0
830,830,109.686051081,71.0889980354,3433.11418007,2.24802904287,0.182181724889,171.992950082,6104.3895,0.18380542867,54,58.0
831,831,108.926233906,70.7339055794,2431.47391034,1.97496400793,0.0606004109063,166.31594612,5217.4782,0.193743738192,55,58.0
832,832,108.811170784,69.9106337272,3073.98501588,2.17440437169,0.034796534716,168.392304844,5863.4136,0.171542577708,56,58.0
833,833,108.412151899,69.3615189873,2430.55056499,2.03998014386,0.111003126159,155.678302011,4963.5036,0.232647927911,57,58.0
834,834,108.049013499,70.0234683281,3118.75507053,2.22358732733,0.0874329380655,160.633698337,5958.4041,0.187304367324,58,58.0
835,835,108.938246097,72.0638200184,2721.61299081,2.16242432735,0.198002485352,151.200721712,5357.4642,0.20101838746,59,58.0
836,836,105.259615385,74.3646810507,2761.06631644,2.22450112459,0.129347214389,150.874402376,5603.4396,0.191390103156,60,58.0
837,837,103.798203909,73.2466983624,2821.9752655,2.16403391591,0.0570006037443,163.236287149,5757.4242,0.209372060426,61,58.0
838,838,103.431892697,74.9147540984,2294.01866242,2.13158771105,0.247955574961,164.78643745,4912.5087,0.211846874305,62,58.0
839,839,101.868632708,73.0882037534,2403.91807393,2.06275538674,0.0872784540046,158.542586109,5081.4918,0.224766840735,63,58.0
840,840,103.945721981,74.1543401699,3135.18002569,2.21025539716,0.14449239025,165.624799368,6308.3691,0.175200852018,64,58.0
841,841,106.231765835,72.347168906,2659.79320199,2.06300704813,0.0838899808145,159.536540426,5656.4343,0.193282534282,65,58.0
842,842,106.220147802,70.6194087904,3464.824087,2.25998798715,0.1275116063,171.826165341,6621.3378,0.170011127076,66,58.0
843,843,104.200554017,70.0027700831,2285.48593518,1.96309439717,0.0703726970297,158.907747847,4933.5066,0.248205719641,67,58.0
844,844,106.470864662,70.257518797,2772.45551244,2.14926985329,0.0771558151307,165.461395714,5472.4527,0.213541837322,68,58.0
845,845,106.995721684,69.8745777978,2913.81701006,2.09963486387,0.0971937479499,167.309916137,5541.4458,0.21762866146,69,58.0
846,846,106.683627411,68.0285186705,3257.99877577,2.19275301336,0.143043452981,170.453362294,6144.3855,0.173912077241,70,58.0
847,847,105.68261523,67.9544088176,2537.17995224,2.05626029793,0.141172187353,160.162662316,5246.4753,0.218433046705,71,58.0
848,848,104.554591138,68.4684787574,2853.97753492,2.1029357973,0.133212383782,166.232131431,5548.4451,0.182582754831,72,58.0
849,849,105.972725078,66.5918416606,2835.66107231,2.09662786851,0.0465010705422,174.533809664,5306.4693,0.207927855947,73,58.0
850,850,104.196899976,67.1288447566,2683.8587495,2.07809505332,0.0864696011957,165.750540354,5339.466,0.207427476306,74,58.0
851,851,103.303338171,68.1340106434,2633.04835951,2.17208395739,0.0525526951948,159.868199864,5367.4632,0.234682614295,75,58.0
852,852,103.743203164,68.074147306,2607.12501413,2.1879664604,0.194725650101,159.80400482,5465.4534,0.214220176579,76,58.0
853,853,104.549513594,68.351209778,2503.27590769,2.2360122006,0.185820457662,151.732613013,5060.4939,0.210953536375,77,58.0
854,854,104.840287124,68.7113055182,2977.32521623,2.24322918237,0.109754011543,158.950964886,6080.3919,0.192571435319,78,58.0
855,855,103.930222694,67.7145281018,3066.85046194,2.23929052543,0.197587251216,165.863598684,5639.436,0.204046302714,79,58.0
856,856,99.7614457831,66.8659364732,3060.26022184,2.23626390039,0.118836616255,170.945532655,5670.4329,0.189950192816,80,58.0
857,857,101.714069592,66.0425761833,3117.2766732,2.16600850061,0.107184755542,171.797179958,5706.4293,0.180167056651,81,58.0
858,858,101.820314053,67.0145100378,3255.33053384,2.26328099595,0.0429546825954,164.998864267,6221.3778,0.163365144023,82,58.0
859,859,103.96686747,70.0206827309,3198.55173178,2.2599179002,0.289954907887,152.220233019,5958.4041,0.188245976089,83,58.0
860,860,105.405781112,71.3395851721,2843.18979738,2.27587601826,0.200921164166,140.528357152,5808.4191,0.18043487849,84,58.0
861,861,108.198232044,72.5982320442,3027.85765937,2.16435207152,0.0533171962128,165.277534114,6174.3825,0.180894880821,85,58.0
862,862,105.084286425,71.5840377921,2642.4931308,2.13399935733,0.045802951816,160.310373922,5313.4686,0.247700685958,86,58.0
863,863,104.789586458,68.852367688,3140.79104051,2.16013117712,0.0955229776079,171.609538318,5835.4164,0.188954937394,87,58.0
864,864,101.531894484,69.4736211031,2770.9522048,2.19510027739,0.167290007746,169.44671756,5541.4458,0.180074541064,88,58.0
865,865,102.129846709,69.7193417493,2920.72464785,2.14041575898,0.150457688195,167.895578269,5602.4397,0.190200143902,89,58.0
866,866,102.932175546,70.1609950716,2914.67488011,2.07187217427,0.0481323332118,174.429029436,5512.4487,0.190090639668,90,58.0
867,867,103.064139344,69.8344262295,3160.34685365,2.20872895724,0.0620138209391,165.141075345,5988.4011,0.172710480685,91,58.0
868,868,101.267622752,66.3198833252,2853.51572574,2.2111992316,0.148655640651,160.224145028,5410.4589,0.198401381263,92,58.0
869,869,101.78226326,66.2879536182,3203.12303511,2.12609784194,0.0687068448669,175.391104564,6137.3862,0.197302812933,93,58.0
870,870,101.68685284,67.3919046125,2220.32149679,1.90543621426,0.13686221989,159.539887909,4573.5426,0.227523937447,94,58.0
871,871,103.031359759,68.0225790266,2683.7991411,2.00819944916,0.0923228311956,171.693121169,5374.4625,0.183100904409,95,58.0
872,872,103.170705439,70.5193861066,2445.824817,1.96132503869,0.0333801957528,166.611114351,4866.5133,0.247499728272,96,58.0
873,873,104.775020342,71.8303498779,3412.33388867,2.33006668154,0.123495011786,161.037726235,6273.3726,0.16229210633,97,58.0
874,874,105.224019025,73.0442330559,2783.71800183,2.07836943314,0.0483919786711,168.148483345,5872.4127,0.173944247257,98,58.0
875,875,107.173174442,73.2745943205,2599.39766624,2.00012677083,0.107669332306,168.064504282,5297.4702,0.214635648122,99,58.0
876,876,107.031048187,72.6912568306,2635.33979573,2.07281747392,0.0459514453335,162.335884089,5611.4388,0.181930556891,100,58.0
877,877,106.660504202,71.3054621849,3232.93149569,2.19299879103,0.0572454740873,173.192758698,5959.404,0.162609382178,101,58.0
878,878,106.311780948,70.720202485,2955.13001507,2.06247341669,0.029031710868,173.391199688,5703.4296,0.223545129893,102,58.0
879,879,106.605529759,72.7908400169,3120.90267409,2.1854694942,0.0435462901124,167.967535225,6030.3969,0.174080023602,103,58.0
880,880,105.871421396,73.5311401306,2645.20083451,2.29990282152,0.115414250791,155.443745674,5466.4533,0.187609176961,104,58.0
881,881,109.487142857,72.4835714286,918.595328894,2.51040691067,0.273686324989,63.645533502,3455.6544,0.332807338693,105,58.0
2653,2653,172.737609329,175.117201166,1146.52827449,2.6944495373,0.0754343404009,35.4320691241,11464.8534,0.0911389003943,0,149.0
2654,2654,173.451635846,172.819345661,957.780159826,2.51948311437,0.0776995728084,39.5101346159,11012.8986,0.0871445581629,1,149.0
2655,2655,173.585149864,172.555858311,939.007081563,2.66741871775,0.0762361427727,31.3428794255,10979.9019,0.0945017627994,2,149.0
2656,2656,174.073345259,174.868813357,1105.40562684,2.71384181341,0.0457813622303,30.9803604421,11606.8392,0.0796034458147,3,149.0
2657,2657,177.00624025,177.836973479,809.942136113,2.74884743965,0.122230991808,24.6394253576,11882.8116,0.0808458884582,4,149.0
2658,2658,174.069674472,177.793260994,1130.30324025,2.72916017273,0.0971379982122,37.4400844856,11434.8564,0.0784946774439,10,149.0
2659,2659,173.068594486,179.119704102,980.796603402,2.45853303153,0.16387340993,42.2131692116,10518.948,0.0864883581499,12,149.0
2660,2660,172.186739659,178.45377129,1135.93840595,2.52638148472,0.169778584299,46.2943267631,10532.9466,0.0789002465944,13,149.0
2661,2661,172.800934034,177.83420899,1159.83288628,2.60506041289,0.172394416245,41.3016964757,10955.9043,0.0859480635015,14,149.0
2662,2662,173.015647226,177.058321479,1323.91486739,2.62460907247,0.155013950209,45.8254079278,10961.9037,0.0927718526616,15,149.0
2663,2663,172.981308411,177.002596054,1297.34529581,2.68964013775,0.0356787795492,40.4157413024,11209.8789,0.0756115585019,16,149.0
2664,2664,174.331218274,177.708121827,971.666555123,2.682430143,0.0918930844647,36.3758418479,10911.9087,0.08287806745,17,149.0
2665,2665,174.05511811,178.014060742,1130.80713218,2.61979571414,0.168775115718,41.3399682744,11084.8914,0.0960676825234,18,149.0
2666,2666,173.47219559,180.060402685,1421.99473367,2.58980596155,0.0639802682518,47.717944083,11047.8951,0.0887219316547,19,149.0
2667,2667,174.275040606,179.772062805,1222.80407325,2.58949190518,0.0345127712172,42.3711211089,11189.8809,0.0825190195543,21,149.0
2668,2668,173.256661992,180.719962599,1363.7140831,2.64707624044,0.144536780229,49.0911568015,10936.9062,0.093921123683,22,149.0
2669,2669,174.01514154,181.383805135,976.84108732,2.50161238327,0.310491381575,38.5849014083,10755.9243,0.0827605454465,23,149.0
2670,2670,175.103021978,182.122252747,974.2330486,2.55408528604,0.0188404803554,34.1249213452,11025.8973,0.0833046528435,24,149.0
2671,2671,174.206132879,183.480408859,1152.88527732,2.46428204025,0.0897066945687,45.1726769648,10125.9873,0.0918728319726,25,149.0
2672,2672,174.222273355,181.895536125,1383.62380402,2.59703537306,0.0348417626249,42.6612033454,11065.8933,0.0794432173245,26,149.0
2673,2673,172.376146789,179.417431193,700.837987671,2.66286043346,0.25710200907,32.7915021754,10229.9769,0.0937546187785,27,149.0
2674,2674,173.285789474,179.806315789,1251.58843531,2.61845675723,0.0942616707456,42.1587683473,11143.8855,0.0899898989044,31,149.0
2675,2675,174.166590179,182.853143644,1531.84711595,2.64835189946,0.189827304113,49.2103249732,11284.8714,0.0953429542655,32,149.0
2676,2676,174.232634607,184.87135224,1612.01373779,2.55293324361,0.135332411975,57.6429080099,10868.913,0.0911317552186,33,149.0
2677,2677,174.091078067,184.091821561,1701.74296707,2.4643178475,0.202884188605,66.424911354,10962.9036,0.0830982947667,34,149.0
2678,2678,173.404310665,183.718691936,1776.47857584,2.51409996322,0.0611618496481,67.3358657509,10547.9451,0.0994304337538,35,149.0
2679,2679,172.025716819,185.677800769,2286.02463154,2.50833667638,0.154064092751,79.7371878573,10764.9234,0.0919977044063,36,149.0
2680,2680,168.251566106,185.689086713,2037.866672,2.35338284484,0.143378542526,103.47229393,8537.1462,0.117893937147,37,149.0
2681,2681,166.401064774,187.616385685,2131.74497343,2.28720189686,0.0808134341033,105.294708832,7608.2391,0.138730929055,38,149.0
2682,2682,163.872429055,188.322832596,2448.46424348,2.12876311209,0.0983716561979,137.052801965,7166.2833,0.177491180398,39,149.0
2683,2683,162.478290834,187.287388008,2028.86088747,2.17846106823,0.0719086742005,113.957382722,6719.328,0.140852109043,40,149.0
2684,2684,165.153162055,187.039855072,2000.32389226,2.14340917665,0.228241935057,120.572882834,6979.302,0.132198155642,41,149.0
2685,2685,163.747930083,187.450475314,2146.11211375,2.17615806107,0.268540404425,125.041797489,7354.2645,0.155690993295,42,149.0
2686,2686,162.398789509,186.236381977,2061.95163553,2.2277065628,0.190218222223,117.865426375,6238.3761,0.183955203462,43,149.0
2687,2687,161.836699164,186.067200557,1988.89893217,2.23918011259,0.148397957521,110.802168923,6531.3468,0.143243975037,44,149.0
2688,2688,162.431077694,184.383458647,1844.5000766,2.12102495675,0.070820935553,115.570180238,6918.3081,0.140448216425,45,149.0
2689,2689,164.895485247,183.431567721,1922.59994927,2.18061132852,0.112951240233,112.772481916,8269.173,0.134224075402,46,149.0
2690,2690,162.882027257,182.068568995,1629.47543075,1.99872190849,0.222330415003,104.79164823,7178.2821,0.134850178719,47,149.0
